Name,W,A,d,ddet,bf,bfdet,tw,twdet,twdet/2,tf,tfdet,kdes,kdet,k1,bf/2tf,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,PC,PD,T,WGi
W30X261,261,77.0,31.6,31  5/8 ,15.2,15  1/8 ,0.930, 15/16,  1/2 ,1.65,1  5/8 ,2.44,2 15/16,1 11/16,4.59,28.7,13100,943,829,13.1,959,196,127,3.53,54.1,215000,114,714,176,469,4.16,30.0,106,121,78.4,93.6,25  3/4 ,5  1/2 
W30X235,235,69.3,31.3,31  1/4 ,15.1,15      ,0.830, 13/16,  7/16,1.50,1  1/2 ,2.29,2  3/4 ,1  5/8 ,5.02,32.2,11700,847,748,13.0,855,175,114,3.51,40.3,190000,112,637,159,421,4.13,29.8,105,120,77.7,92.8,25  3/4 ,5  1/2 
W30X211,211,62.3,30.9,31      ,15.1,15  1/8 ,0.775,  3/4 ,  3/8 ,1.32,1  5/16,2.10,2  9/16,1  5/8 ,5.74,34.5,10300,751,665,12.9,757,155,100,3.49,28.4,166000,112,556,140,372,4.11,29.6,104,119,76.9,92.0,25  3/4 ,5  1/2 
W30X191,191,56.1,30.7,30  5/8 ,15.0,15      ,0.710, 11/16,  3/8 ,1.19,1  3/16,1.97,2  1/2 ,1  9/16,6.35,37.7,9200,675,600,12.8,673,138,89.5,3.46,21.0,146000,111,494,125,335,4.06,29.5,104,119,76.4,91.4,25  3/4 ,5  1/2 
W30X173,173,50.9,30.4,30  1/2 ,15.0,15      ,0.655,  5/8 ,  5/16,1.07,1  1/16,1.85,2  5/16,1  9/16,7.04,40.8,8230,607,541,12.7,598,123,79.8,3.42,15.6,129000,110,441,113,301,4.03,29.3,103,118,75.8,90.8,25  3/4 ,5  1/2 
W30X148,148,43.6,30.7,30  5/8 ,10.5,10  1/2 ,0.650,  5/8 ,  5/16,1.18,1  3/16,1.83,2  1/2 ,1  9/16,4.44,41.6,6680,500,436,12.4,227,68.0,43.3,2.28,14.5,49400,77.5,240,85.8,248,2.77,29.5,90.5,101,71.9,82.4,25  3/4 ,5  1/2 
W30X132,132,38.8,30.3,30  1/4 ,10.5,10  1/2 ,0.615,  5/8 ,  5/16,1.00,1      ,1.65,2  1/4 ,1  1/2 ,5.27,43.9,5770,437,380,12.2,196,58.4,37.2,2.25,9.72,42100,76.9,202,72.4,215,2.75,29.3,89.5,100,71.1,81.6,25  3/4 ,5  1/2 
W30X124,124,36.5,30.2,30  1/8 ,10.5,10  1/2 ,0.585,  9/16,  5/16,0.930, 15/16,1.58,2  1/4 ,1  1/2 ,5.65,46.2,5360,408,355,12.1,181,54.0,34.4,2.23,7.99,38600,76.8,188,67.5,202,2.73,29.3,89.5,100,70.9,81.4,25  3/4 ,5  1/2 
W30X116,116,34.2,30.0,30      ,10.5,10  1/2 ,0.565,  9/16,  5/16,0.850,  7/8 ,1.50,2  1/8 ,1  1/2 ,6.17,47.8,4930,378,329,12.0,164,49.2,31.3,2.19,6.43,34900,76.5,171,61.5,187,2.70,29.2,89.3,100,70.5,81.0,25  3/4 ,5  1/2 
W30X108,108,31.7,29.8,29  7/8 ,10.5,10  1/2 ,0.545,  9/16,  5/16,0.760,  3/4 ,1.41,2      ,1  1/2 ,6.89,49.6,4470,346,299,11.9,146,43.9,27.9,2.15,4.99,30900,76.2,152,54.9,170,2.67,29.0,88.9,99.4,70.1,80.6,25  3/4 ,5  1/2 
W30X99,99.0,29.0,29.7,29  5/8 ,10.5,10  1/2 ,0.520,  1/2 ,  1/4 ,0.670, 11/16,1.32,2      ,1  1/2 ,7.80,51.9,3990,312,269,11.7,128,38.6,24.5,2.10,3.77,26800,76.2,134,48.5,154,2.62,29.0,88.7,99.2,69.9,80.4,25  3/4 ,5  1/2 
W30X90,90.0,26.3,29.5,29  1/2 ,10.4,10  3/8 ,0.470,  1/2 ,  1/4 ,0.610,  5/8 ,1.26,1  7/8 ,1  7/16,8.52,57.5,3610,283,245,11.7,115,34.7,22.1,2.09,2.84,24000,75.1,119,43.7,139,2.60,28.9,88.1,98.5,69.4,79.8,25  3/4 ,5  1/2 
W27X539,539,159,32.5,32  1/2 ,15.3,15  1/4 ,1.97,2      ,1      ,3.54,3  9/16,4.33,4  7/16,1 13/16,2.15,12.1,25600,1890,1570,12.7,2110,437,277,3.65,496,443000,111,1500,342,943,4.41,29.0,106,121,80.3,95.6,23      ,5  1/2 
W27X368,368,109,30.4,30  3/8 ,14.7,14  5/8 ,1.38,1  3/8 , 11/16,2.48,2  1/2 ,3.27,3 11/16,1  7/8 ,2.96,17.3,16200,1240,1060,12.2,1310,279,179,3.48,170,255000,103,935,231,621,4.15,27.9,100.0,115,75.5,90.2,23      ,5  1/2 
W27X336,336,99.2,30.0,30      ,14.6,14  1/2 ,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,3.07,3  1/2 ,1 13/16,3.19,18.9,14600,1130,972,12.1,1180,252,162,3.45,131,226000,101,842,211,563,4.10,27.7,100.0,115,74.6,89.2,23      ,5  1/2 
W27X307,307,90.2,29.6,29  5/8 ,14.4,14  1/2 ,1.16,1  3/16,  5/8 ,2.09,2  1/16,2.88,3  5/16,1 13/16,3.46,20.6,13100,1030,887,12.0,1050,227,146,3.41,101,199000,99.0,745,190,508,4.04,27.5,98.6,113,73.6,88.0,23      ,5  1/2 
W27X281,281,83.1,29.3,29  1/4 ,14.4,14  3/8 ,1.06,1  1/16,  9/16,1.93,1 15/16,2.72,3  1/8 ,1  3/4 ,3.72,22.5,11900,936,814,12.0,953,206,133,3.39,79.5,178000,98.5,685,176,466,4.00,27.4,98.6,113,73.0,87.4,23      ,5  1/2 
W27X258,258,76.1,29.0,29      ,14.3,14  1/4 ,0.980,1      ,  1/2 ,1.77,1  3/4 ,2.56,3      ,1 11/16,4.03,24.4,10800,852,745,11.9,859,187,120,3.36,61.6,159000,97.3,616,160,424,3.96,27.2,97.7,112,72.3,86.6,23      ,5  1/2 
W27X235,235,69.4,28.7,28  5/8 ,14.2,14  1/4 ,0.910, 15/16,  1/2 ,1.61,1  5/8 ,2.40,2  7/8 ,1 11/16,4.41,26.2,9700,772,677,11.8,769,168,108,3.33,47.0,141000,96.2,550,145,384,3.92,27.1,96.8,111,71.6,85.8,23      ,5  1/2 
W27X217,217,63.9,28.4,28  3/8 ,14.1,14  1/8 ,0.830, 13/16,  7/16,1.50,1  1/2 ,2.29,2 11/16,1  5/8 ,4.71,28.7,8910,711,627,11.8,704,154,100,3.32,37.6,128000,94.8,501,134,351,3.89,26.9,95.9,110,70.9,85.0,23      ,5  1/2 
W27X194,194,57.1,28.1,28  1/8 ,14.0,14      ,0.750,  3/4 ,  3/8 ,1.34,1  5/16,2.13,2  9/16,1  9/16,5.24,31.8,7860,631,559,11.7,619,136,88.1,3.29,27.1,111000,93.7,439,119,312,3.85,26.8,95.0,109,70.2,84.2,23      ,5  1/2 
W27X178,178,52.5,27.8,27  3/4 ,14.1,14  1/8 ,0.725,  3/4 ,  3/8 ,1.19,1  3/16,1.98,2  3/8 ,1  9/16,5.92,32.9,7020,570,505,11.6,555,122,78.8,3.25,20.1,98400,93.8,393,106,282,3.83,26.6,94.9,109,69.7,83.8,23      ,5  1/2 
W27X161,161,47.6,27.6,27  5/8 ,14.0,14      ,0.660, 11/16,  3/8 ,1.08,1  1/16,1.87,2  5/16,1  9/16,6.49,36.1,6310,515,458,11.5,497,109,70.9,3.23,15.1,87300,92.8,351,95.5,254,3.79,26.5,95.0,109,69.2,83.2,23      ,5  1/2 
W27X146,146,43.2,27.4,27  3/8 ,14.0,14      ,0.605,  5/8 ,  5/16,0.975,1      ,1.76,2  3/16,1  1/2 ,7.16,39.4,5660,464,414,11.5,443,97.7,63.5,3.20,11.3,77200,92.5,316,86.3,229,3.76,26.4,94.0,108,68.8,82.8,23      ,5  1/2 
W27X129,129,37.8,27.6,27  5/8 ,10.0,10      ,0.610,  5/8 ,  5/16,1.10,1  1/8 ,1.70,2  5/16,1  1/2 ,4.55,39.7,4760,395,345,11.2,184,57.6,36.8,2.21,11.1,32500,66.3,182,68.4,195,2.66,26.5,83.0,93.0,65.2,75.2,23      ,5  1/2 
W27X114,114,33.6,27.3,27  1/4 ,10.1,10  1/8 ,0.570,  9/16,  5/16,0.930, 15/16,1.53,2  1/8 ,1  1/2 ,5.41,42.5,4080,343,299,11.0,159,49.3,31.5,2.18,7.33,27600,66.6,156,58.4,170,2.65,26.4,82.7,92.8,64.7,74.8,23      ,5  1/2 
W27X102,102,30.0,27.1,27  1/8 ,10.0,10      ,0.515,  1/2 ,  1/4 ,0.830, 13/16,1.43,2  1/16,1  7/16,6.03,47.1,3620,305,267,11.0,139,43.4,27.8,2.15,5.28,24000,65.7,136,51.7,151,2.62,26.3,82.1,92.1,64.2,74.2,23      ,5  1/2 
W27X94,94.0,27.6,26.9,26  7/8 ,10.0,10      ,0.490,  1/2 ,  1/4 ,0.745,  3/4 ,1.34,1 15/16,1  7/16,6.70,49.5,3270,278,243,10.9,124,38.8,24.8,2.12,4.03,21300,65.4,122,46.3,137,2.59,26.2,81.8,91.8,63.8,73.8,23      ,5  1/2 
W27X84,84.0,24.7,26.7,26  3/4 ,10.0,10      ,0.460,  7/16,  1/4 ,0.640,  5/8 ,1.24,1  7/8 ,1  7/16,7.78,52.7,2850,244,213,10.7,106,33.2,21.2,2.07,2.81,17900,65.2,104,39.8,121,2.54,26.1,81.5,91.5,63.4,73.4,23      ,5  1/2 
W24X370,370,109,28.0,28      ,13.7,13  5/8 ,1.52,1  1/2 ,  3/4 ,2.72,2  3/4 ,3.22,4      ,2      ,2.51,14.2,13400,1130,957,11.1,1160,267,170,3.27,201,186000,86.6,807,209,568,3.92,25.3,93.3,107,69.7,83.4,20      ,5  1/2 
W24X335,335,98.3,27.5,27  1/2 ,13.5,13  1/2 ,1.38,1  3/8 , 11/16,2.48,2  1/2 ,2.98,3  3/4 ,1  7/8 ,2.73,15.6,11900,1020,864,11.0,1030,238,152,3.23,152,161000,84.4,707,188,506,3.86,25.0,91.5,105,68.5,82.0,20      ,5  1/2 
W24X306,306,89.7,27.1,27  1/8 ,13.4,13  3/8 ,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,2.78,3  9/16,1 13/16,2.94,17.1,10700,922,789,10.9,919,214,137,3.20,117,142000,83.1,635,172,459,3.81,24.8,90.6,104,67.6,81.0,20      ,5  1/2 
W24X279,279,81.9,26.7,26  3/4 ,13.3,13  1/4 ,1.16,1  3/16,  5/8 ,2.09,2  1/16,2.59,3  3/8 ,1 13/16,3.18,18.6,9600,835,718,10.8,823,193,124,3.17,90.5,125000,81.8,569,156,416,3.76,24.6,89.7,103,66.7,80.0,20      ,5  1/2 
W24X250,250,73.5,26.3,26  3/8 ,13.2,13  1/8 ,1.04,1  1/16,  9/16,1.89,1  7/8 ,2.39,3  1/8 ,1  3/4 ,3.49,20.7,8490,744,644,10.7,724,171,110,3.14,66.6,108000,80.6,502,140,370,3.71,24.4,88.8,102,65.8,79.0,20      ,5  1/2 
W24X229,229,67.2,26.0,26      ,13.1,13  1/8 ,0.960, 15/16,  1/2 ,1.73,1  3/4 ,2.23,3      ,1 11/16,3.79,22.5,7650,675,588,10.7,651,154,99.4,3.11,51.3,96100,79.5,450,127,336,3.67,24.3,88.9,102,65.1,78.2,20      ,5  1/2 
W24X207,207,60.7,25.7,25  3/4 ,13.0,13      ,0.870,  7/8 ,  7/16,1.57,1  9/16,2.07,2  7/8 ,1  5/8 ,4.14,24.8,6820,606,531,10.6,578,137,88.8,3.08,38.3,84100,78.4,400,115,302,3.62,24.1,88.0,101,64.4,77.4,20      ,5  1/2 
W24X192,192,56.5,25.5,25  1/2 ,13.0,13      ,0.810, 13/16,  7/16,1.46,1  7/16,1.96,2  3/4 ,1  5/8 ,4.43,26.6,6260,559,491,10.5,530,126,81.8,3.07,30.8,76300,78.1,371,107,280,3.60,24.0,88.0,101,64.0,77.0,20      ,5  1/2 
W24X176,176,51.7,25.2,25  1/4 ,12.9,12  7/8 ,0.750,  3/4 ,  3/8 ,1.34,1  5/16,1.84,2  5/8 ,1  9/16,4.81,28.7,5680,511,450,10.5,479,115,74.3,3.04,23.9,68400,76.9,333,97.1,254,3.57,23.9,86.7,100,63.3,76.2,20      ,5  1/2 
W24X162,162,47.8,25.0,25      ,13.0,13      ,0.705, 11/16,  3/8 ,1.22,1  1/4 ,1.72,2  1/2 ,1  9/16,5.31,30.6,5170,468,414,10.4,443,105,68.4,3.05,18.5,62600,77.3,306,89.2,233,3.57,23.8,86.7,100,63.0,76.0,20      ,5  1/2 
W24X146,146,43.0,24.7,24  3/4 ,12.9,12  7/8 ,0.650,  5/8 ,  5/16,1.09,1  1/16,1.59,2  3/8 ,1  9/16,5.92,33.2,4580,418,371,10.3,391,93.2,60.5,3.01,13.4,54600,76.1,268,78.8,207,3.53,23.6,85.9,98.8,62.3,75.2,20      ,5  1/2 
W24X131,131,38.6,24.5,24  1/2 ,12.9,12  7/8 ,0.605,  5/8 ,  5/16,0.960, 15/16,1.46,2  1/4 ,1  1/2 ,6.70,35.6,4020,370,329,10.2,340,81.5,53.0,2.97,9.50,47100,75.9,235,69.5,184,3.49,23.5,85.6,98.5,61.9,74.8,20      ,5  1/2 
W24X117,117,34.4,24.3,24  1/4 ,12.8,12  3/4 ,0.550,  9/16,  5/16,0.850,  7/8 ,1.35,2  1/8 ,1  1/2 ,7.53,39.2,3540,327,291,10.1,297,71.4,46.5,2.94,6.72,40800,75.0,204,61.0,163,3.46,23.5,85.0,97.8,61.4,74.2,20      ,5  1/2 
W24X104,104,30.7,24.1,24      ,12.8,12  3/4 ,0.500,  1/2 ,  1/4 ,0.750,  3/4 ,1.25,2  1/16,1  7/16,8.50,43.1,3100,289,258,10.1,259,62.4,40.7,2.91,4.72,35200,74.7,179,53.9,144,3.42,23.4,84.7,97.5,61.0,73.8,20      ,5  1/2 
W24X103,103,30.3,24.5,24  1/2 ,9.00,9      ,0.550,  9/16,  5/16,0.980,1      ,1.48,2  1/4 ,1  1/2 ,4.59,39.2,3000,280,245,10.0,119,41.5,26.5,1.99,7.07,16600,52.9,117,48.7,139,2.40,23.5,74.0,83.0,58.0,67.0,20      ,5  1/2 
W24X94,94.0,27.7,24.3,24  1/4 ,9.07,9  1/8 ,0.515,  1/2 ,  1/4 ,0.875,  7/8 ,1.38,2  1/8 ,1  7/16,5.18,41.9,2700,254,222,9.87,109,37.5,24.0,1.98,5.26,15000,53.1,105,43.8,126,2.40,23.4,73.9,83.0,57.7,66.7,20      ,5  1/2 
W24X84,84.0,24.7,24.1,24  1/8 ,9.02,9      ,0.470,  1/2 ,  1/4 ,0.770,  3/4 ,1.27,2  1/16,1  7/16,5.86,45.9,2370,224,196,9.79,94.4,32.6,20.9,1.95,3.70,12800,52.6,91.3,38.4,111,2.37,23.3,73.5,82.5,57.2,66.2,20      ,5  1/2 
W24X76,76.0,22.4,23.9,23  7/8 ,8.99,9      ,0.440,  7/16,  1/4 ,0.680, 11/16,1.18,1 15/16,1  7/16,6.61,49.0,2100,200,176,9.69,82.5,28.6,18.4,1.92,2.68,11100,52.2,79.8,33.8,98.9,2.33,23.2,73.0,82.0,56.8,65.8,20      ,5  1/2 
W24X68,68.0,20.1,23.7,23  3/4 ,8.97,9      ,0.415,  7/16,  1/4 ,0.585,  9/16,1.09,1  7/8 ,1  7/16,7.66,52.0,1830,177,154,9.55,70.4,24.5,15.7,1.87,1.87,9430,51.8,68.0,28.9,87.0,2.30,23.1,72.6,81.6,56.4,65.3,20      ,5  1/2 
W24X62,62.0,18.2,23.7,23  3/4 ,7.04,7      ,0.430,  7/16,  1/4 ,0.590,  9/16,1.09,1  1/2 ,1  1/16,5.97,50.1,1550,153,131,9.23,34.5,15.7,9.80,1.38,1.71,4620,40.7,42.2,22.5,75.3,1.75,23.1,66.8,73.8,54.4,61.5,20  3/4 ,3  1/2 
W24X55,55.0,16.2,23.6,23  5/8 ,7.01,7      ,0.395,  3/8 ,  3/16,0.505,  1/2 ,1.01,1  7/16,1      ,6.94,54.6,1350,134,114,9.11,29.1,13.3,8.30,1.34,1.18,3870,40.5,35.8,19.3,66.1,1.72,23.1,66.6,73.6,54.2,61.2,20  3/4 ,3  1/2 
W21X275,275,81.8,24.1,24  1/8 ,12.9,12  7/8 ,1.22,1  1/4 ,  5/8 ,2.19,2  3/16,3.37,3  7/16,1 13/16,2.95,14.2,7690,749,638,9.70,787,191,122,3.10,107,94400,70.7,499,140,369,3.68,21.9,82.4,95.3,61.1,74.0,17  1/4 ,5  1/2 
W21X248,248,73.8,23.7,23  3/4 ,12.8,12  3/4 ,1.10,1  1/8 ,  9/16,1.99,2      ,3.17,3  1/4 ,1  3/4 ,3.22,15.8,6830,671,576,9.62,699,170,109,3.08,80.7,82400,69.5,442,126,330,3.63,21.7,81.6,94.4,60.2,73.0,17  1/4 ,5  1/2 
W21X223,223,66.5,23.4,23  3/8 ,12.7,12  5/8 ,1.00,1      ,  1/2 ,1.79,1 13/16,2.97,3  1/16,1 11/16,3.55,17.5,6080,601,520,9.56,614,150,96.7,3.04,59.5,71700,68.6,390,113,295,3.57,21.6,80.9,93.6,59.5,72.2,17  1/4 ,5  1/2 
W21X201,201,59.3,23.0,23      ,12.6,12  5/8 ,0.910, 15/16,  1/2 ,1.63,1  5/8 ,2.13,2  7/8 ,1 11/16,3.86,20.6,5310,530,461,9.47,542,133,86.1,3.02,40.9,62000,67.3,346,102,264,3.55,21.4,81.1,93.7,58.6,71.2,17  1/4 ,5  1/2 
W21X182,182,53.6,22.7,22  3/4 ,12.5,12  1/2 ,0.830, 13/16,  7/16,1.48,1  1/2 ,1.98,2  3/4 ,1  5/8 ,4.22,22.6,4730,476,417,9.40,483,119,77.2,3.00,30.7,54400,66.3,307,91.6,237,3.51,21.2,80.4,92.9,57.9,70.4,17  1/4 ,5  1/2 
W21X166,166,48.8,22.5,22  1/2 ,12.4,12  3/8 ,0.750,  3/4 ,  3/8 ,1.36,1  3/8 ,1.86,2  5/8 ,1  9/16,4.57,25.0,4280,432,380,9.36,435,108,70.0,2.99,23.6,48500,65.5,276,83.7,215,3.48,21.1,79.8,92.2,57.4,69.8,17  1/4 ,5  1/2 
W21X147,147,43.2,22.1,22      ,12.5,12  1/2 ,0.720,  3/4 ,  3/8 ,1.15,1  1/8 ,1.65,2  7/16,1  9/16,5.44,26.1,3630,373,329,9.17,376,92.6,60.1,2.95,15.4,41100,65.5,235,71.0,186,3.46,21.0,79.4,91.9,56.7,69.2,17  1/4 ,5  1/2 
W21X132,132,38.8,21.8,21  7/8 ,12.4,12  1/2 ,0.650,  5/8 ,  5/16,1.04,1  1/16,1.54,2  1/4 ,1  9/16,6.01,28.9,3220,333,295,9.12,333,82.3,53.5,2.93,11.3,36000,64.4,206,62.8,164,3.43,20.8,78.6,91.0,56.0,68.4,17  1/4 ,5  1/2 
W21X122,122,35.9,21.7,21  5/8 ,12.4,12  3/8 ,0.600,  5/8 ,  5/16,0.960, 15/16,1.46,2  1/4 ,1  1/2 ,6.45,31.3,2960,307,273,9.09,305,75.6,49.2,2.92,8.98,32700,64.3,191,58.7,153,3.40,20.7,78.5,90.9,55.8,68.2,17  1/4 ,5  1/2 
W21X111,111,32.6,21.5,21  1/2 ,12.3,12  3/8 ,0.550,  9/16,  5/16,0.875,  7/8 ,1.38,2  1/8 ,1  1/2 ,7.05,34.1,2670,279,249,9.05,274,68.2,44.5,2.90,6.83,29200,63.4,171,53.0,138,3.37,20.6,77.9,90.2,55.3,67.6,17  1/4 ,5  1/2 
W21X101,101,29.8,21.4,21  3/8 ,12.3,12  1/4 ,0.500,  1/2 ,  1/4 ,0.800, 13/16,1.30,2  1/16,1  7/16,7.68,37.5,2420,253,227,9.02,248,61.7,40.3,2.89,5.21,26200,63.3,156,48.6,126,3.35,20.6,77.8,90.1,55.1,67.4,17  1/4 ,5  1/2 
W21X93,93.0,27.3,21.6,21  5/8 ,8.42,8  3/8 ,0.580,  9/16,  5/16,0.930, 15/16,1.43,1  5/8 , 15/16,4.53,32.3,2070,221,192,8.70,92.9,34.7,22.1,1.84,6.03,9940,43.5,85.2,37.7,109,2.24,20.7,66.5,74.9,51.6,60.0,18  3/8 ,5  1/2 
W21X83,83.0,24.4,21.4,21  3/8 ,8.36,8  3/8 ,0.515,  1/2 ,  1/4 ,0.835, 13/16,1.34,1  1/2 ,  7/8 ,5.00,36.4,1830,196,171,8.67,81.4,30.5,19.5,1.83,4.34,8630,43.0,75.0,33.7,96.8,2.21,20.6,66.0,74.4,51.2,59.5,18  3/8 ,5  1/2 
W21X73,73.0,21.5,21.2,21  1/4 ,8.30,8  1/4 ,0.455,  7/16,  1/4 ,0.740,  3/4 ,1.24,1  7/16,  7/8 ,5.60,41.2,1600,172,151,8.64,70.6,26.6,17.0,1.81,3.02,7410,42.5,65.2,29.7,85.0,2.19,20.5,65.5,73.8,50.7,59.0,18  3/8 ,5  1/2 
W21X68,68.0,20.0,21.1,21  1/8 ,8.27,8  1/4 ,0.430,  7/16,  1/4 ,0.685, 11/16,1.19,1  3/8 ,  7/8 ,6.04,43.6,1480,160,140,8.60,64.7,24.4,15.7,1.80,2.45,6760,42.2,59.8,27.4,78.7,2.17,20.4,65.3,73.6,50.5,58.7,18  3/8 ,5  1/2 
W21X62,62.0,18.3,21.0,21      ,8.24,8  1/4 ,0.400,  3/8 ,  3/16,0.615,  5/8 ,1.12,1  5/16, 13/16,6.70,46.9,1330,144,127,8.54,57.5,21.7,14.0,1.77,1.83,5960,42.0,53.2,24.6,71.2,2.15,20.4,65.1,73.3,50.2,58.5,18  3/8 ,5  1/2 
W21X55,55.0,16.2,20.8,20  3/4 ,8.22,8  1/4 ,0.375,  3/8 ,  3/16,0.522,  1/2 ,1.02,1  3/16, 13/16,7.87,50.0,1140,126,110,8.40,48.4,18.4,11.8,1.73,1.24,4980,41.7,44.7,20.8,61.8,2.11,20.3,64.7,72.9,49.8,58.0,18  3/8 ,5  1/2 
W21X48,48.0,14.1,20.6,20  5/8 ,8.14,8  1/8 ,0.350,  3/8 ,  3/16,0.430,  7/16,0.930,1  1/8 , 13/16,9.47,53.6,959,107,93.0,8.24,38.7,14.9,9.52,1.66,0.803,3950,41.0,35.9,16.9,52.3,2.05,20.2,64.1,72.2,49.3,57.5,18  3/8 ,5  1/2 
W21X57,57.0,16.7,21.1,21      ,6.56,6  1/2 ,0.405,  3/8 ,  3/16,0.650,  5/8 ,1.15,1  5/16, 13/16,5.04,46.3,1170,129,111,8.36,30.6,14.8,9.35,1.35,1.77,3190,33.5,35.8,20.5,63.4,1.68,20.5,60.2,66.8,48.8,55.3,18  3/8 ,3  1/2 
W21X50,50.0,14.7,20.8,20  7/8 ,6.53,6  1/2 ,0.380,  3/8 ,  3/16,0.535,  9/16,1.04,1  1/4 , 13/16,6.10,49.4,984,110,94.5,8.18,24.9,12.2,7.64,1.30,1.14,2570,33.1,28.9,16.7,53.9,1.64,20.3,59.6,66.1,48.1,54.7,18  3/8 ,3  1/2 
W21X44,44.0,13.0,20.7,20  5/8 ,6.50,6  1/2 ,0.350,  3/8 ,  3/16,0.450,  7/16,0.950,1  1/8 , 13/16,7.22,53.6,843,95.4,81.6,8.06,20.7,10.2,6.37,1.26,0.770,2110,32.9,24.1,14.0,46.8,1.60,20.3,59.3,65.8,47.9,54.4,18  3/8 ,3  1/2 
